t,f
114.0, 0.1213446411555375
115.0, 0.1213446411555375
116.0, 0.12134464115553752
117.0, 0.12134464115553752
118.0, 0.1213446411555375
119.0, 0.1213446411555375
120.0, 0.1213446411555375
121.0, 0.1213446411555375
122.0, 0.1213446411555375
123.0, 0.12134464115553749
124.0, 0.12134464115553752
125.0, 0.1213446411555375
126.0, 0.12134464115553749
127.0, 0.1213446411555375
128.0, 0.12134464115553749
129.0, 0.1213446411555375
130.0, 0.12134464115553752
131.0, 0.1213446411555375
132.0, 0.12134464115553749
133.0, 0.12134464115553747
134.0, 0.1213446411555375
135.0, 0.12134464115553752
136.0, 0.12134464115553747
137.0, 0.1213446411555375
138.0, 0.1213446411555375
139.0, 0.1213446411555375
140.0, 0.1213446411555375
141.0, 0.1213446411555375
142.0, 0.1213446411555375
143.0, 0.12134464115553749
144.0, 0.12134464115553747
145.0, 0.12134464115553752
146.0, 0.1213446411555375
147.0, 0.12134464115553752
148.0, 0.12134464115553752
149.0, 0.12134464115553749
150.0, 0.1213446411555375
151.0, 0.12134464115553752
152.0, 0.12134464115553752
153.0, 0.12134464115553747
154.0, 0.12134464115553752
155.0, 0.1213446411555375
156.0, 0.1213446411555375
157.0, 0.12134464115553749
158.0, 0.12134464115553749
159.0, 0.1213446411555375
160.0, 0.12134464115553752
161.0, 0.12134464115553752
162.0, 0.12134464115553749
163.0, 0.1213446411555375
164.0, 0.1213446411555375
165.0, 0.1213446411555375
166.0, 0.1213446411555375
167.0, 0.1213446411555375
168.0, 0.12134464115553749
169.0, 0.1213446411555375
170.0, 0.12134464115553752
171.0, 0.12134464115553749
172.0, 0.1213446411555375
173.0, 0.1213446411555375
174.0, 0.1213446411555375
175.0, 0.1213446411555375
176.0, 0.12134464115553749
177.0, 0.12134464115553749
178.0, 0.12134464115553752
179.0, 0.1213446411555375
180.0, 0.1213446411555375
181.0, 0.12134464115553749
182.0, 0.12134464115553752
183.0, 0.1213446411555375
184.0, 0.12134464115553749
185.0, 0.12134464115553749
186.0, 0.12134464115553749
187.0, 0.1213446411555375
188.0, 0.12134464115553749
189.0, 0.1213446411555375
190.0, 0.1213446411555375
191.0, 0.12134464115553749
192.0, 0.1213446411555375
193.0, 0.1213446411555375
194.0, 0.1213446411555375
195.0, 0.12134464115553749
196.0, 0.1213446411555375
197.0, 0.1213446411555375
198.0, 0.1213446411555375
199.0, 0.1213446411555375
200.0, 0.1213446411555375
201.0, 0.1213446411555375
202.0, 0.1213446411555375
203.0, 0.1213446411555375
204.0, 0.12134464115553749
205.0, 0.12134464115553752
206.0, 0.12134464115553752
207.0, 0.1213446411555375
208.0, 0.1213446411555375
209.0, 0.1213446411555375
210.0, 0.1213446411555375
211.0, 0.12134464115553752
212.0, 0.12134464115553752
213.0, 0.12134464115553749
214.0, 0.1213446411555375
215.0, 0.1213446411555375
216.0, 0.1213446411555375
217.0, 0.1213446411555375
218.0, 0.1213446411555375
219.0, 0.12134464115553749
220.0, 0.0
221.0, 0.14560505496236995
222.0, 0.2822478975441474
223.0, 0.4103474159464086
224.0, 0.530320809115094
225.0, 0.6425804217516989
226.0, 0.7475311669385235
227.0, 0.8455684561387873
228.0, 0.9370765659961272
229.0, 1.0224273799372678
230.0, 1.1019794501923619
231.0, 1.1760773325937277
232.0, 1.2450511524889731
233.0, 1.3092163653924076
234.0, 1.3688736806741484
235.0, 1.4243091207163971
236.0, 1.475794191611137
237.0, 1.5235861446864973
238.0, 1.567928310978275
239.0, 1.609050493251496
240.0, 1.6471694023626393
241.0, 1.6824891266704944
242.0, 1.7152016248830375
243.0, 1.7454872341963883
244.0, 1.7735151868641492
245.0, 1.7994441294527566
246.0, 1.8234226400102187
247.0, 1.8455897392188227
248.0, 1.8660753923323408
249.0, 1.8850009993284462
250.0, 1.9024798712495534
251.0, 1.9186176911706994
252.0, 1.9335129586309414
253.0, 1.9472574167033954
254.0, 1.9599364611659353
255.0, 1.97162953147625
256.0, 1.9824104834573308
257.0, 1.9923479437674734
258.0, 2.001505646367327
259.0, 2.00994275130912
260.0, 2.0177141462636765
261.0, 2.024870731272162
262.0, 2.0314596872644457
263.0, 2.0375247289269143
264.0, 2.043106342531549
265.0, 2.048242009357003
266.0, 2.0529664153427936
267.0, 2.0573116476210087
268.0, 2.06130737856723
269.0, 2.0649810380049276
270.0, 2.068357974186012
271.0, 2.0714616041556217
272.0, 2.0743135540920186
273.0, 2.0769337901933436
274.0, 2.0793407406624733
275.0, 2.081551409319572
276.0, 2.083581481349818
277.0, 2.085445421671043
278.0, 2.0871565663834555
279.0, 2.0887272077408943
280.0, 2.090168673060774
281.0, 2.090168673060774
282.0, 2.090168673060774
283.0, 2.090168673060774
284.0, 2.0901686730607745
285.0, 2.090168673060774
286.0, 2.090168673060774
287.0, 2.0901686730607736
288.0, 2.0901686730607745
289.0, 2.090168673060773
290.0, 2.0901686730607745
291.0, 2.090168673060774
292.0, 2.0901686730607745
293.0, 2.0901686730607745
294.0, 2.090168673060773
295.0, 2.090168673060774
296.0, 2.090168673060774
297.0, 2.090168673060774
298.0, 2.0901686730607745
299.0, 2.0901686730607736
300.0, 2.0901686730607736
301.0, 2.090168673060774
302.0, 2.090168673060774
303.0, 2.090168673060774
304.0, 2.090168673060774
305.0, 2.0901686730607745
306.0, 2.0901686730607736
307.0, 2.0901686730607736
308.0, 2.0901686730607736
309.0, 2.0901686730607736
310.0, 2.0901686730607736
311.0, 2.090168673060774
312.0, 2.090168673060774
313.0, 2.0901686730607745
314.0, 2.0901686730607736
315.0, 2.0901686730607736
316.0, 2.090168673060774
317.0, 2.0901686730607736
318.0, 2.0901686730607745
319.0, 2.0901686730607745
320.0, 2.0901686730607736
321.0, 2.0901686730607736
322.0, 2.090168673060774
323.0, 2.090168673060774
324.0, 2.0901686730607736
325.0, 2.0901686730607745
326.0, 2.0901686730607736
327.0, 2.090168673060773
328.0, 2.090168673060774
329.0, 2.090168673060773
330.0, 2.090168673060774
331.0, 2.090168673060774
332.0, 2.0901686730607745
333.0, 2.090168673060774
334.0, 2.0901686730607736
335.0, 2.090168673060774
336.0, 2.0901686730607745
337.0, 2.0901686730607736
338.0, 2.0901686730607736
339.0, 2.090168673060774
340.0, 2.090168673060774
341.0, 2.0901686730607745
342.0, 2.0901686730607736
343.0, 2.090168673060774
344.0, 2.0901686730607736
345.0, 2.0901686730607736
346.0, 2.0901686730607736
347.0, 2.0901686730607736
348.0, 2.090168673060774
349.0, 2.0901686730607736
350.0, 2.090168673060774
351.0, 2.090168673060774
352.0, 2.090168673060774
353.0, 2.090168673060774
354.0, 2.0901686730607736
355.0, 2.0901686730607736
356.0, 2.0901686730607736
357.0, 2.0901686730607736
358.0, 2.090168673060774
359.0, 2.090168673060774
360.0, 2.0901686730607736
361.0, 2.0901686730607736
362.0, 2.090168673060774
363.0, 2.0901686730607736
364.0, 2.0901686730607736
365.0, 2.0901686730607736
366.0, 2.090168673060774
367.0, 2.0901686730607736
368.0, 2.090168673060774
369.0, 2.090168673060774
370.0, 2.090168673060774
371.0, 2.090168673060773
372.0, 2.090168673060774
373.0, 2.0901686730607736
374.0, 2.090168673060775
375.0, 2.090168673060774
376.0, 2.0901686730607736
377.0, 2.0901686730607745
378.0, 2.0901686730607745
379.0, 2.090168673060774
380.0, 2.090168673060774
381.0, 2.0901686730607736
382.0, 2.090168673060774
383.0, 2.090168673060774
384.0, 2.0901686730607736
385.0, 2.0901686730607736
386.0, 2.0901686730607736
387.0, 2.0901686730607736
388.0, 2.0901686730607736
389.0, 2.090168673060774
390.0, 2.090168673060774
391.0, 2.090168673060774
392.0, 2.0901686730607736
393.0, 2.090168673060773
394.0, 2.0901686730607745
395.0, 2.090168673060774
396.0, 2.090168673060774
397.0, 2.090168673060775
398.0, 2.0901686730607736
399.0, 2.090168673060774
400.0, 2.090168673060774
401.0, 2.090168673060774
402.0, 2.0901686730607745
403.0, 2.090168673060775
404.0, 2.0901686730607736
405.0, 2.090168673060774
406.0, 2.090168673060774
407.0, 2.0901686730607745
408.0, 2.0901686730607745
409.0, 2.090168673060774
410.0, 2.090168673060774
411.0, 2.090168673060774
412.0, 2.090168673060774
413.0, 2.090168673060774
414.0, 2.090168673060775
415.0, 2.0901686730607736
416.0, 2.090168673060774
417.0, 2.0901686730607745
418.0, 2.090168673060774
419.0, 2.090168673060774
420.0, 2.090168673060774
421.0, 2.090168673060774
422.0, 2.0901686730607745
423.0, 2.0901686730607736
424.0, 2.0901686730607736
425.0, 2.090168673060774
426.0, 2.090168673060774
427.0, 2.0901686730607745
428.0, 2.0901686730607745
429.0, 2.0901686730607745
430.0, 2.090168673060774
431.0, 2.0901686730607736
432.0, 2.090168673060774
433.0, 2.0901686730607745
434.0, 2.0901686730607736
435.0, 2.090168673060773
436.0, 2.090168673060774
437.0, 2.090168673060775
438.0, 2.090168673060774
439.0, 2.090168673060774
440.0, 0.0
441.0, 0.1501405711219113
442.0, 0.2910125854923185
443.0, 0.4230515883346459
444.0, 0.546691091441898
445.0, 0.6623593182300614
446.0, 0.770476557049271
447.0, 0.8714530393638245
448.0, 0.9656872694917472
449.0, 1.0535647415384564
450.0, 1.1354569870895217
451.0, 1.211720904253901
452.0, 1.282698324869465
453.0, 1.3487157821849332
454.0, 1.410084446195024
455.0, 1.467100198099052
456.0, 1.520043819140173
457.0, 1.5691812724192469
458.0, 1.614764059213994
459.0, 1.6570296339157176
460.0, 1.6962018639622474
461.0, 1.7324915231328268
462.0, 1.7660968083101287
463.0, 1.7972038713349214
464.0, 1.825987358905499
465.0, 1.8526109546291898
466.0, 1.8772279183373606
467.0, 1.899981618645964
468.0, 1.9210060554968997
469.0, 1.9404263700652111
470.0, 1.9583593399759995
471.0, 1.974913858254053
472.0, 1.9901913948383048
473.0, 2.004286439841117
474.0, 2.0172869280268286
475.0, 2.0292746442316463
476.0, 2.0403256096540745
477.0, 2.050510449116742
478.0, 2.05989473954161
479.0, 2.0685393399951337
480.0, 2.0765007037516776
481.0, 2.083831172895566
482.0, 2.0905792560374143
483.0, 2.096789889761197
484.0, 2.102504684447182
485.0, 2.107762155134081
486.0, 2.112597938093397
487.0, 2.1170449937912186
488.0, 2.121133796908969
489.0, 2.1248925140859884
490.0, 2.128347170034075
491.0, 2.1315218026581992
492.0, 2.1344386077992077
493.0, 2.1371180741938858
494.0, 2.1395791092259806
495.0, 2.1418391560190067
496.0, 2.143914302398146
497.0, 2.145819382224855
498.0, 2.1475680695839148
499.0, 2.149172966278968
500.0, 2.1506456830691807
501.0, 2.1506456830691816
502.0, 2.150645683069181
503.0, 2.150645683069181
504.0, 2.1506456830691807
505.0, 2.1506456830691816
506.0, 2.1506456830691816
507.0, 2.1506456830691816
508.0, 2.1506456830691816
509.0, 2.150645683069181
510.0, 2.1506456830691816
511.0, 2.150645683069181
512.0, 2.150645683069181
513.0, 2.150645683069181
514.0, 2.1506456830691816
515.0, 2.1506456830691807
516.0, 2.1506456830691816
517.0, 2.1506456830691816
518.0, 2.1506456830691816
519.0, 2.1506456830691816
520.0, 2.150645683069181
521.0, 2.1506456830691816
522.0, 2.150645683069181
523.0, 2.1506456830691816
524.0, 2.150645683069181
525.0, 2.1506456830691807
526.0, 2.150645683069182
527.0, 2.1506456830691816
528.0, 2.150645683069181
529.0, 2.1506456830691807
530.0, 2.1506456830691807
531.0, 2.1506456830691816
532.0, 2.150645683069181
533.0, 2.1506456830691802
534.0, 2.1506456830691816
535.0, 2.1506456830691816
536.0, 2.150645683069181
537.0, 2.1506456830691807
538.0, 2.1506456830691816
539.0, 2.1506456830691816
540.0, 2.1506456830691807
541.0, 2.1506456830691807
542.0, 2.150645683069181
543.0, 2.1506456830691807
544.0, 2.150645683069182
545.0, 2.150645683069181
546.0, 2.150645683069181
547.0, 2.150645683069181
548.0, 2.15064568306918
549.0, 2.150645683069181
550.0, 2.1506456830691816
551.0, 2.150645683069181
552.0, 2.150645683069181
553.0, 2.150645683069181
554.0, 2.150645683069181
555.0, 2.1506456830691816
556.0, 2.150645683069182
557.0, 2.1506456830691816
558.0, 2.1506456830691816
559.0, 2.150645683069181
560.0, 2.150645683069182
561.0, 2.150645683069181
562.0, 2.1506456830691816
563.0, 2.1506456830691816
564.0, 2.150645683069181
565.0, 2.150645683069181
566.0, 2.1506456830691816
567.0, 2.1506456830691816
568.0, 2.150645683069181
569.0, 2.1506456830691816
570.0, 2.1506456830691807
571.0, 2.1506456830691816
572.0, 2.150645683069181
573.0, 2.150645683069181
574.0, 2.1506456830691816
575.0, 2.1506456830691807
576.0, 2.150645683069181
577.0, 2.150645683069181
578.0, 2.150645683069181
579.0, 2.150645683069181
580.0, 2.150645683069182
581.0, 2.150645683069181
582.0, 2.150645683069181
583.0, 2.1506456830691816
584.0, 2.150645683069181
585.0, 2.1506456830691816
586.0, 2.150645683069181
587.0, 2.1506456830691816
588.0, 2.150645683069181
589.0, 2.150645683069181
590.0, 2.150645683069181
591.0, 2.1506456830691816
592.0, 2.150645683069181
593.0, 2.150645683069181
594.0, 2.1506456830691816
595.0, 2.150645683069181
596.0, 2.1506456830691807
597.0, 2.1506456830691816
598.0, 2.150645683069182
599.0, 2.1506456830691807
600.0, 2.1506456830691816
601.0, 2.150645683069181
602.0, 2.150645683069181
603.0, 2.150645683069181
604.0, 2.150645683069182
605.0, 2.1506456830691816
606.0, 2.150645683069182
607.0, 2.1506456830691816
608.0, 2.1506456830691807
609.0, 2.1506456830691816
610.0, 2.150645683069181
611.0, 2.150645683069181
612.0, 2.150645683069181
613.0, 2.1506456830691816
614.0, 2.1506456830691816
615.0, 2.1506456830691816
616.0, 2.1506456830691807
617.0, 2.150645683069181
618.0, 2.150645683069181
619.0, 2.150645683069182
620.0, 2.1506456830691816
621.0, 2.150645683069181
622.0, 2.1506456830691807
623.0, 2.150645683069181
624.0, 2.150645683069181
625.0, 2.150645683069181
626.0, 2.150645683069181
627.0, 2.150645683069181
628.0, 2.150645683069181
629.0, 2.1506456830691816
630.0, 2.1506456830691807
631.0, 2.1506456830691816
632.0, 2.150645683069181
633.0, 2.150645683069181
634.0, 2.1506456830691816
635.0, 2.150645683069181
636.0, 2.1506456830691807
637.0, 2.1506456830691802
638.0, 2.150645683069181
639.0, 2.150645683069181
640.0, 2.150645683069181
641.0, 2.1506456830691816
642.0, 2.1506456830691807
643.0, 2.150645683069181
644.0, 2.150645683069181
645.0, 2.150645683069181
646.0, 2.150645683069181
647.0, 2.150645683069181
648.0, 2.150645683069182
649.0, 2.150645683069181
650.0, 2.150645683069181
651.0, 2.150645683069181
652.0, 2.150645683069181
653.0, 2.150645683069181
654.0, 2.150645683069181
655.0, 2.1506456830691816
656.0, 2.150645683069181
657.0, 2.150645683069181
658.0, 2.150645683069181
659.0, 2.1506456830691816
660.0, 0.0
661.0, 0.15062159145758156
662.0, 0.2919421301000913
663.0, 0.4243989286028412
664.0, 0.5484272296347287
665.0, 0.6644569413737899
666.0, 0.7729099834703737
667.0, 0.8741981597348709
668.0, 0.96872148395063
669.0, 1.0568668941952326
670.0, 1.1390072990176794
671.0, 1.2155009058751438
672.0, 1.2866907884794199
673.0, 1.3529046552282094
674.0, 1.414454785779001
675.0, 1.4716381071339852
676.0, 1.5247363844065531
677.0, 1.5740165047898151
678.0, 1.6197308361956841
679.0, 1.662117644624532
680.0, 1.7014015566004177
681.0, 1.7377940550012865
682.0, 1.771493998359411
683.0, 1.8026881552331717
684.0, 1.831551746582523
685.0, 1.8582489902397632
686.0, 1.8829336425747174
687.0, 1.9057495333270176
688.0, 1.9268310903338337
689.0, 1.946303851533225
690.0, 1.9642849621839251
691.0, 1.9808836557228797
692.0, 1.9962017170922022
693.0, 2.0103339277160943
694.0, 2.0233684916034544
695.0, 2.0353874423002463
696.0, 2.046467030623253
697.0, 2.0566780932789452
698.0, 2.0660864026125605
699.0, 2.0747529978473063
700.0, 2.0827344982654714
701.0, 2.0900833988553673
702.0, 2.096848349003327
703.0, 2.1030744148508123
704.0, 2.1088033259652392
705.0, 2.114073706991407
706.0, 2.1189212949598435
707.0, 2.1233791429305895
708.0, 2.1274778106471386
709.0, 2.1312455428663966
710.0, 2.134708436017719
711.0, 2.1378905938280437
712.0, 2.140814272531511
713.0, 2.143500016261526
714.0, 2.1459667832011937
715.0, 2.1482320630451914
716.0, 2.1503119863025297
717.0, 2.152221425945796
718.0, 2.1539740918884807
719.0, 2.155582618748194
720.0, 2.1570586473300586
721.0, 2.1570586473300586
722.0, 2.157058647330058
723.0, 2.1570586473300586
724.0, 2.157058647330058
725.0, 2.1570586473300586
726.0, 2.1570586473300586
727.0, 2.157058647330059
728.0, 2.157058647330059
729.0, 2.1570586473300586
730.0, 2.1570586473300586
731.0, 2.1570586473300586
732.0, 2.1570586473300586
733.0, 2.1570586473300586
734.0, 2.157058647330059
735.0, 2.1570586473300586
736.0, 2.157058647330059
737.0, 2.1570586473300586
738.0, 2.157058647330058
739.0, 2.1570586473300586
740.0, 2.157058647330058
741.0, 2.1570586473300586
742.0, 2.1570586473300577
743.0, 2.1570586473300586
744.0, 2.1570586473300595
745.0, 2.157058647330059
746.0, 2.157058647330059
747.0, 2.157058647330059
748.0, 2.1570586473300586
749.0, 2.1570586473300586
750.0, 2.157058647330058
751.0, 2.157058647330059
752.0, 2.1570586473300586
753.0, 2.157058647330059
754.0, 2.1570586473300586
755.0, 2.1570586473300586
756.0, 2.1570586473300577
757.0, 2.157058647330059
758.0, 2.157058647330058
759.0, 2.157058647330059
760.0, 2.157058647330058
761.0, 2.157058647330059
762.0, 2.1570586473300586
763.0, 2.157058647330059
764.0, 2.1570586473300586
765.0, 2.1570586473300586
766.0, 2.1570586473300586
767.0, 2.157058647330058
768.0, 2.1570586473300586
769.0, 2.157058647330059
770.0, 2.157058647330058
771.0, 2.157058647330058
772.0, 2.1570586473300586
773.0, 2.157058647330058
774.0, 2.1570586473300586
775.0, 2.157058647330059
776.0, 2.1570586473300586
777.0, 2.157058647330059
778.0, 2.157058647330058
779.0, 2.1570586473300586
780.0, 2.1570586473300586
781.0, 2.1570586473300586
782.0, 2.1570586473300586
783.0, 2.157058647330059
784.0, 2.1570586473300586
785.0, 2.1570586473300586
786.0, 2.1570586473300586
787.0, 2.1570586473300586
788.0, 2.157058647330059
789.0, 2.1570586473300586
790.0, 2.1570586473300586
791.0, 2.157058647330058
792.0, 2.157058647330059
793.0, 2.157058647330059
794.0, 2.1570586473300586
795.0, 2.1570586473300577
796.0, 2.157058647330058
797.0, 2.1570586473300586
798.0, 2.157058647330059
799.0, 2.1570586473300577
800.0, 2.1570586473300586
801.0, 2.157058647330058
802.0, 2.157058647330058
803.0, 2.157058647330058
804.0, 2.157058647330059
805.0, 2.1570586473300586
806.0, 2.157058647330058
807.0, 2.1570586473300586
808.0, 2.1570586473300586
809.0, 2.1570586473300586
810.0, 2.1570586473300586
811.0, 2.1570586473300577
812.0, 2.157058647330059
813.0, 2.157058647330059
814.0, 2.157058647330059
815.0, 2.157058647330058
816.0, 2.157058647330058
817.0, 2.157058647330059
818.0, 2.1570586473300586
819.0, 2.157058647330059
820.0, 2.157058647330058
821.0, 2.157058647330059
822.0, 2.157058647330059
823.0, 2.157058647330058
824.0, 2.1570586473300586
825.0, 2.1570586473300586
826.0, 2.1570586473300586
827.0, 2.157058647330059
828.0, 2.1570586473300586
829.0, 2.1570586473300586
830.0, 2.1570586473300586
831.0, 2.1570586473300595
832.0, 2.1570586473300586
833.0, 2.157058647330059
834.0, 2.157058647330059
835.0, 2.1570586473300595
836.0, 2.1570586473300586
837.0, 2.1570586473300586
838.0, 2.157058647330058
839.0, 2.1570586473300586
840.0, 2.1570586473300586
841.0, 2.157058647330059
842.0, 2.1570586473300586
843.0, 2.1570586473300586
844.0, 2.1570586473300586
845.0, 2.1570586473300586
846.0, 2.1570586473300586
847.0, 2.157058647330058
848.0, 2.157058647330058
849.0, 2.1570586473300586
850.0, 2.1570586473300586
851.0, 2.1570586473300586
852.0, 2.157058647330059
853.0, 2.157058647330059
854.0, 2.1570586473300586
855.0, 2.157058647330059
856.0, 2.1570586473300577
857.0, 2.157058647330059
858.0, 2.1570586473300586
859.0, 2.1570586473300586
860.0, 2.1570586473300577
861.0, 2.1570586473300586
862.0, 2.157058647330058
863.0, 2.1570586473300595
864.0, 2.1570586473300586
865.0, 2.1570586473300586
866.0, 2.157058647330058
867.0, 2.157058647330058
868.0, 2.1570586473300586
869.0, 2.1570586473300586
870.0, 2.1570586473300586
871.0, 2.1570586473300586
872.0, 2.1570586473300586
873.0, 2.1570586473300586
874.0, 2.157058647330058
875.0, 2.157058647330059
876.0, 2.1570586473300586
877.0, 2.1570586473300577
878.0, 2.1570586473300586
879.0, 2.157058647330059
880.0, 0.0
881.0, 0.15067309338728965
882.0, 0.2920416546603248
883.0, 0.42454318573316935
884.0, 0.5486131145972637
885.0, 0.6646815298157784
886.0, 0.7731705257000578
887.0, 0.8744920744093059
888.0, 0.9690463513430869
889.0, 1.0572204491829018
890.0, 1.1393874239071091
891.0, 1.21590562316275
892.0, 1.2871182536270858
893.0, 1.353353149519126
894.0, 1.4149227093061365
895.0, 1.472123971962685
896.0, 1.5252388079434933
897.0, 1.5745342033826555
898.0, 1.620262618981109
899.0, 1.6626624076367909
900.0, 1.7019582771477801
901.0, 1.7383617863139484
902.0, 1.7720718645091933
903.0, 1.8032753463227211
904.0, 1.8321475141996184
905.0, 1.858852643170651
906.0, 1.883544542769075
907.0, 1.9063670921061566
908.0, 1.927454764832982
909.0, 1.946933141368257
910.0, 1.964919406332521
911.0, 1.9815228296099727
912.0, 1.9968452298694837
913.0, 2.0109814197254225
914.0, 2.024019632014152
915.0, 2.036041926910478
916.0, 2.0471245798159323
917.0, 2.057338450122944
918.0, 2.0667493311003047
919.0, 2.075418281260221
920.0, 2.0834019376590915
921.0, 2.0907528116563245
922.0, 2.0975195677108047
923.0, 2.1037472858354196
924.0, 2.109477708358692
925.0, 2.1147494716606996
926.0, 2.119598323560007
927.0, 2.12405732703048
928.0, 2.1281570509230128
929.0, 2.131925748358374
930.0, 2.1353895234445557
931.0, 2.1385724869558937
932.0, 2.141496901592699
933.0, 2.144183317419558
934.0, 2.1466506980585427
935.0, 2.1489165381905884
936.0, 2.1509969728947613
937.0, 2.1529068793311814
938.0, 2.154659971249429
939.0, 2.1562688867804236
940.0, 2.1577452699462354
941.0, 2.157745269946235
942.0, 2.157745269946236
943.0, 2.1577452699462345
944.0, 2.1577452699462345
945.0, 2.1577452699462354
946.0, 2.1577452699462345
947.0, 2.157745269946235
948.0, 2.157745269946235
949.0, 2.1577452699462354
950.0, 2.1577452699462354
951.0, 2.157745269946236
952.0, 2.1577452699462363
953.0, 2.157745269946235
954.0, 2.1577452699462354
955.0, 2.157745269946235
956.0, 2.1577452699462354
957.0, 2.157745269946235
958.0, 2.157745269946236
959.0, 2.157745269946235
960.0, 2.157745269946235
961.0, 2.157745269946236
962.0, 2.157745269946235
963.0, 2.1577452699462345
964.0, 2.157745269946235
965.0, 2.1577452699462354
966.0, 2.1577452699462354
967.0, 2.1577452699462354
968.0, 2.157745269946235
969.0, 2.1577452699462354
970.0, 2.157745269946235
971.0, 2.157745269946234
972.0, 2.1577452699462354
973.0, 2.157745269946234
974.0, 2.1577452699462354
975.0, 2.157745269946236
976.0, 2.157745269946235
977.0, 2.157745269946235
978.0, 2.157745269946235
979.0, 2.1577452699462354
980.0, 2.1577452699462363
981.0, 2.157745269946235
982.0, 2.157745269946235
983.0, 2.157745269946235
984.0, 2.1577452699462354
985.0, 2.157745269946235
986.0, 2.1577452699462354
987.0, 2.1577452699462354
988.0, 2.1577452699462354
989.0, 2.1577452699462354
990.0, 2.1577452699462354
991.0, 2.157745269946235
992.0, 2.1577452699462345
993.0, 2.1577452699462345
994.0, 2.157745269946235
995.0, 2.1577452699462354
996.0, 2.157745269946235
997.0, 2.157745269946236
998.0, 2.157745269946235
999.0, 2.157745269946236
1000.0, 2.1577452699462345
1001.0, 2.1577452699462354
1002.0, 2.157745269946235
1003.0, 2.157745269946235
1004.0, 2.157745269946235
1005.0, 2.157745269946235
1006.0, 2.1577452699462354
1007.0, 2.157745269946235
1008.0, 2.1577452699462354
1009.0, 2.1577452699462345
1010.0, 2.157745269946235
1011.0, 2.157745269946236
1012.0, 2.1577452699462354
1013.0, 2.1577452699462345
1014.0, 2.157745269946235
1015.0, 2.157745269946235
1016.0, 2.1577452699462354
1017.0, 2.1577452699462354
1018.0, 2.157745269946235
1019.0, 2.1577452699462354
1020.0, 2.1577452699462354
1021.0, 2.1577452699462354
1022.0, 2.157745269946235
1023.0, 2.157745269946236
